magnitude_app,temperature_K,spectral_class,radius_solar,metallicity_Fe_H
5.78,4692,K,0.69,0.174
8.42,3281,M,1.14,-0.381
5.61,18481,B,0.63,0.11
6.33,3452,M,1.02,0.045
6.54,3051,M,1.89,0.115
7.74,3515,M,2.33,-0.239
8.35,3197,M,1.14,0.02
5.79,3549,M,0.53,-0.121
7.17,5551,G,0.86,0.261
6.02,5481,G,0.4,-0.022
5.93,4598,K,0.86,-0.15
10.27,3536,M,1.62,-0.248
5.22,3449,M,0.51,0.218
8.15,3820,M,0.9,0.245
11.4,3569,M,0.66,0.481
10.41,3635,M,2.45,-0.081
8.85,4741,K,1.22,-0.253
7.97,6717,F,1.53,-0.031
9.47,3861,M,1.16,-0.174
8.74,3529,M,1.46,-0.157
10.85,3499,M,1.72,0.119
7.73,3386,M,1.02,0.273
10.0,3455,M,0.77,0.103
7.35,3372,M,0.63,0.028
11.79,6720,F,2.41,0.205
7.68,3340,M,1.51,-0.057
4.76,4517,K,0.33,0.362
8.16,5654,G,0.88,0.75
9.53,6549,F,1.23,-0.157
11.26,3343,M,2.31,0.302
6.01,3622,M,0.58,0.303
4.51,3485,M,1.24,0.132
8.99,2997,M,0.82,0.322
8.93,4279,K,0.55,0.089
5.18,3745,M,1.96,0.162
7.34,3760,M,0.62,0.02
7.43,3592,M,1.62,0.035
9.65,4676,K,0.45,0.159
7.17,3364,M,0.78,0.105
7.13,5428,G,1.33,-0.262
8.23,3716,M,1.43,0.127
5.24,3575,M,1.24,-0.061
11.8,3511,M,1.64,-0.139
9.87,8421,A,0.87,0.242
6.6,6882,F,2.01,-0.233
5.76,6865,F,1.2,-0.068
5.92,3614,M,1.44,-0.267
9.17,3512,M,1.2,-0.101
5.98,3438,M,1.28,0.598
7.5,3621,M,0.61,-0.191
4.62,6142,F,0.62,-0.038
9.08,5254,G,0.76,0.348
9.16,18549,B,1.29,0.11
7.63,3716,M,0.75,-0.035
8.39,3374,M,0.86,-0.173
9.59,3571,M,0.96,0.168
8.33,4472,K,2.03,-0.081
9.56,9731,A,1.35,0.544
5.66,4599,K,0.48,-0.071
8.76,3174,M,1.08,0.422
8.39,3706,M,0.86,0.219
10.4,5394,G,0.89,0.217
8.06,5445,G,1.0,-0.04
7.81,3382,M,1.76,-0.115
6.89,3534,M,0.67,-0.065
10.98,4541,K,1.11,0.261
3.29,3387,M,1.16,0.131
9.02,5360,G,0.9,-0.466
7.96,3518,M,0.73,-0.322
7.63,4856,G,0.69,-0.034
7.34,6032,F,0.81,0.134
7.89,4876,K,1.45,-0.057
8.96,5590,G,0.84,-0.126
6.41,3408,M,0.95,-0.246
8.27,3203,M,0.56,0.228
8.7,3490,M,0.79,0.025
6.09,3672,M,1.12,0.42
9.01,5094,K,0.43,-0.325
8.72,9304,A,1.69,0.173
6.4,3345,M,0.74,0.137
5.62,3413,M,2.41,0.212
6.38,6022,F,1.23,0.207
8.27,3353,M,0.4,-0.127
7.85,3463,M,1.15,-0.045
10.79,5399,G,0.85,0.042
7.27,3860,M,1.16,-0.251
6.22,3270,M,2.24,0.258
9.31,5488,G,1.42,-0.619
6.04,4933,G,0.89,-0.291
6.42,3558,M,0.5,-0.42
6.44,4198,K,1.55,0.275
2.01,4748,K,1.29,0.054
9.13,3449,M,1.78,-0.133
9.88,3255,M,0.93,0.024
9.83,4027,K,1.16,0.066
11.77,3329,M,0.88,-0.31
11.01,3542,M,1.04,0.036
7.33,4595,K,0.47,0.347
10.22,3413,M,1.17,0.391
7.8,3662,M,1.21,0.213
7.15,5188,G,0.78,0.065
6.49,2988,M,1.35,0.231
7.46,3549,M,1.55,0.176
8.66,3726,M,2.01,-0.281
11.16,3727,M,0.6,-0.228
9.46,3273,M,1.4,0.159
6.46,5350,G,1.95,-0.167
5.91,4663,K,0.84,-0.256
9.14,3390,M,2.01,0.322
9.8,3518,M,0.7,0.016
10.45,3375,M,1.04,-0.016
7.46,3309,M,0.42,-0.301
8.94,3343,M,0.39,-0.112
9.71,5763,G,0.46,-0.086
5.3,5504,G,2.03,-0.226
8.56,4786,K,0.68,-0.304
9.81,4617,K,0.68,0.437
9.02,3781,M,1.23,0.352
7.84,6766,F,0.69,-0.026
13.22,5709,G,1.83,-0.332
11.86,4473,K,2.54,-0.431
8.02,4027,M,0.33,-0.113
7.62,3520,M,1.3,-0.563
9.4,3155,M,0.36,-0.113
7.88,5574,G,0.51,-0.505
10.54,3328,M,1.27,-0.024
5.47,8932,A,0.62,0.049
7.52,4663,K,1.14,-0.047
9.37,3466,M,1.02,0.543
10.01,3345,M,0.44,-0.052
5.04,5540,G,1.39,0.433
6.09,3388,M,1.16,0.074
4.65,5717,G,1.02,0.503
6.25,4625,K,0.72,-0.439
5.45,4014,M,1.22,-0.271
9.08,4400,K,0.52,-0.072
8.46,3447,M,0.6,0.401
7.69,3473,M,1.17,-0.06
8.05,3481,M,1.67,-0.17
10.39,3680,M,0.79,0.152
5.92,3452,M,1.26,0.226
4.14,3845,M,1.11,-0.192
9.42,20582,B,1.23,-0.172
7.22,3415,M,0.71,0.424
5.96,4333,K,0.93,0.312
9.11,5786,G,0.98,0.379
4.06,3505,M,2.12,0.235
6.28,3502,M,0.58,-0.213
3.22,3395,M,0.5,-0.008
8.52,4486,K,4.48,-0.265
11.15,3388,M,1.17,0.244
6.85,3738,M,1.32,-0.136
6.42,4661,K,1.38,-0.428
11.57,5452,G,1.47,0.028
9.25,4457,K,1.57,0.281
12.76,3516,M,1.47,-0.344
8.32,5498,G,1.76,-0.031
8.45,4285,K,1.09,-0.139
10.89,3167,M,1.71,0.248
7.7,3360,M,2.58,-0.512
8.49,3478,M,1.1,0.284
3.16,3371,M,1.27,-0.176
11.48,3643,M,0.75,-0.04
8.78,5437,G,0.92,0.215
7.79,6015,G,1.19,0.37
9.81,3402,M,0.82,0.013
5.64,3525,M,1.05,-0.181
6.9,5421,G,1.19,-0.133
9.11,3577,M,2.14,0.292
8.09,3687,M,0.65,-0.221
8.89,3606,M,1.23,0.082
8.5,3145,M,0.74,0.002
9.26,3587,M,1.47,0.19
5.36,3323,M,1.53,0.009
10.56,3446,M,2.31,-0.108
7.03,3621,M,0.81,-0.126
8.12,3304,M,1.08,-0.131
6.8,3702,M,1.49,-0.345
7.43,6385,F,1.39,0.127
8.46,4988,K,0.29,0.052
9.47,3512,M,0.71,-0.367
9.8,5969,G,1.33,-0.101
8.87,5829,G,0.9,-0.069
6.81,4363,K,1.5,-0.146
8.74,6077,F,1.68,-0.03
8.48,3520,M,0.9,-0.027
8.12,4369,K,1.35,0.224
9.07,5934,G,2.07,-0.001
5.45,3457,M,1.66,0.148
3.95,3447,M,0.68,-0.348
10.38,7907,A,0.91,-0.265
7.74,4594,K,1.01,-0.343
8.83,3295,M,0.63,-0.099
6.26,4600,K,1.71,0.014
10.52,3602,M,0.72,0.417
8.7,4331,K,0.95,-0.207
7.64,5763,G,1.71,0.212
8.57,5424,G,0.8,-0.208
4.52,6022,F,0.85,0.006
8.75,3770,M,1.18,-0.038
10.97,3338,M,0.82,-0.231
8.63,3589,M,2.15,-0.211
8.37,3575,M,0.63,0.399
7.37,3568,M,0.32,-0.133
10.17,3565,M,1.52,0.25
10.46,3330,M,0.84,0.17
7.14,5965,G,0.67,-0.153
8.72,4715,K,1.21,-0.001
8.46,3583,M,1.23,0.03
8.8,3267,M,0.68,0.122
6.45,3329,M,1.81,-0.101
10.29,3615,M,1.54,-0.377
9.13,3149,M,2.68,-0.175
10.4,3559,M,0.8,0.291
5.77,3267,M,1.08,-0.008
5.89,5261,G,1.12,-0.105
12.12,3253,M,0.85,-0.369
10.29,3543,M,1.22,0.309
6.37,3695,M,1.27,-0.052
9.74,3561,M,1.27,0.272
7.07,4603,K,0.85,0.171
4.6,4538,K,0.9,0.199
3.8,3619,M,0.75,0.415
7.96,8699,A,0.69,0.03
11.12,3025,M,0.97,-0.033
11.04,4704,K,2.13,0.391
10.52,3640,M,2.77,0.208
9.66,6382,F,1.93,-0.176
8.63,3155,M,0.79,0.261
10.3,3542,M,1.23,0.379
3.98,3557,M,0.36,-0.575
9.98,3423,M,0.93,-0.311
5.76,3533,M,0.82,-0.203
6.17,4741,K,2.55,0.181
9.39,5039,K,1.14,0.197
9.86,6548,F,1.03,0.13
6.78,3558,M,0.97,0.219
9.29,4315,K,0.86,-0.277
9.13,3412,M,1.3,-0.302
7.38,4469,K,0.72,0.313
8.31,3706,M,1.32,0.026
12.16,3643,M,2.05,0.302
7.44,3838,M,1.06,-0.175
7.51,5090,G,0.85,-0.264
8.3,4202,K,0.96,-0.318
7.63,5803,G,1.82,0.2
9.58,6971,F,1.07,0.283
10.94,3506,M,0.74,0.135
7.51,4272,G,1.5,-0.121
6.29,6258,F,0.7,0.159
11.95,3559,M,0.89,0.152
8.24,3343,M,1.12,-0.506
4.59,5551,G,0.67,-0.088
11.72,7117,F,0.41,0.07
10.25,5892,G,1.25,0.277
11.2,3642,M,0.33,-0.021
10.87,3489,M,0.63,0.037
13.29,3413,M,1.48,-0.017
5.93,5708,G,1.23,0.066
6.41,3504,M,0.92,-0.342
7.02,4513,K,0.64,-0.151
6.96,3229,M,0.81,-0.558
8.25,3375,M,1.33,-0.11
7.02,4669,K,0.94,0.124
5.62,5197,G,0.54,-0.198
6.25,3546,M,0.64,-0.063
7.41,5613,G,0.8,0.098
10.29,4606,K,1.2,0.681
6.85,3598,M,1.05,-0.02
9.62,3610,M,0.54,0.18
5.36,3391,M,1.96,-0.047
1.6,5096,G,0.69,0.089
7.73,4303,K,1.25,-0.007
6.78,5701,G,0.62,-0.106
6.24,3290,M,3.46,-0.051
6.0,4266,K,1.94,0.312
6.58,3317,M,0.68,0.072
6.03,36308,O,1.05,-0.299
6.21,6127,F,0.6,-0.106
5.28,3675,M,0.84,-0.223
3.74,3375,M,1.24,0.232
3.58,3194,M,1.53,-0.19
12.92,3410,M,0.54,0.215
7.87,4615,K,0.69,0.244
11.05,5905,F,1.6,0.036
7.64,4714,K,1.94,0.136
7.71,3248,M,0.68,-0.125
8.61,5391,G,1.61,0.212
9.28,4408,K,0.54,-0.31
5.51,6318,F,0.86,-0.116
7.24,3489,M,0.56,-0.077
8.61,5714,G,0.82,0.247
4.13,6487,F,2.6,0.426
10.59,4364,K,0.97,-0.114
10.13,4603,K,0.87,-0.024
3.8,3536,M,0.75,-0.295
6.24,3383,M,0.86,-0.021
8.21,5512,G,0.67,0.275
9.68,3368,M,1.07,-0.449
11.05,8132,A,0.98,0.005
6.73,3641,M,0.8,0.18
12.68,3578,M,0.76,0.014
7.9,3635,M,1.1,-0.047
7.55,3611,M,0.69,0.219
9.12,5256,G,0.89,-0.202
8.62,3675,M,0.8,-0.195
8.51,4433,K,0.33,-0.462
11.99,3663,M,1.54,0.081
8.49,5466,G,0.4,0.055
6.03,3555,M,0.41,-0.143
6.32,5594,G,1.56,-0.223
10.95,3642,M,0.57,-0.012
9.37,3214,M,0.35,0.024
4.89,5988,F,1.95,-0.299
4.79,3618,M,0.73,-0.486
8.05,3562,M,1.84,-0.431
9.23,4325,K,0.63,-0.363
6.64,6618,F,0.44,-0.301
4.64,3254,M,0.85,-0.021
5.75,5234,K,0.55,0.021
11.29,3730,M,1.22,-0.042
8.99,6702,F,1.4,0.09
10.0,6525,F,1.59,0.1
10.33,3392,M,0.86,0.082
6.75,3271,M,1.99,0.022
7.25,8452,A,0.63,-0.264
7.66,3350,M,1.07,-0.334
8.83,4320,K,0.93,-0.141
10.18,3252,M,2.68,0.284
11.74,3544,M,1.83,0.586
9.63,6377,F,1.02,0.139
9.64,4620,K,1.1,0.089
11.85,8694,A,2.15,0.267
7.59,6575,F,0.69,0.378
10.38,9630,A,0.36,-0.231
9.16,3644,M,0.62,0.726
9.23,4216,K,0.81,0.397
7.57,3580,M,1.97,-0.342
5.21,3491,M,1.68,-0.25
8.69,3265,M,0.98,0.704
8.7,3251,M,1.26,0.259
6.85,8693,A,0.7,-0.149
7.81,3622,M,2.84,0.02
6.24,5212,G,1.83,0.189
6.25,3670,M,1.03,0.222
7.04,4564,K,0.96,0.342
5.34,3709,M,1.42,0.061
6.83,3691,M,0.97,0.07
9.43,3472,M,0.4,-0.091
10.91,4868,K,2.15,-0.232
12.15,4247,K,1.79,-0.244
7.2,3918,M,1.2,-0.036
10.4,8127,A,0.81,0.086
8.67,5487,G,1.0,-0.364
7.53,3401,M,0.27,0.512
8.8,3434,M,0.57,-0.174
10.2,5158,K,2.42,-0.214
7.0,3419,M,1.3,-0.007
6.96,3649,M,0.38,-0.592
7.18,6423,F,0.66,0.09
6.75,3664,M,0.38,-0.248
10.4,3405,M,0.68,-0.481
6.47,3545,M,0.92,0.036
6.82,8767,A,2.23,0.036
8.62,3374,M,1.48,0.486
8.46,5120,K,0.86,0.045
7.18,20681,B,0.88,0.043
11.37,3460,M,0.67,0.01
6.74,5308,G,1.72,-0.645
7.66,4521,K,1.83,0.019
4.15,4226,K,0.51,-0.012
7.39,4901,K,0.42,-0.036
5.35,3575,M,0.85,-0.208
6.17,4480,K,0.91,0.141
4.09,3683,M,1.14,-0.244
6.21,4338,K,0.43,0.176
7.85,3298,M,0.7,0.097
7.51,3477,M,0.96,0.351
7.17,4529,K,0.68,-0.116
7.35,3593,M,1.54,0.334
6.99,3242,M,2.55,0.053
7.93,3420,M,0.76,-0.019
7.78,3806,K,1.56,-0.213
8.55,3293,M,0.84,0.099
7.6,8804,A,0.63,-0.119
7.13,4716,K,0.7,-0.007
9.56,3300,M,1.47,0.194
9.21,8362,A,0.73,-0.008
7.94,3504,M,0.8,0.079
10.39,3689,M,0.56,0.378
8.17,3768,M,1.37,0.141
7.68,5542,G,1.26,-0.17
7.86,3454,M,2.07,-0.101
8.33,3247,M,1.35,0.035
6.17,4524,K,1.23,0.53
4.25,4967,K,1.34,-0.334
8.56,3726,M,0.88,0.048
9.67,3531,M,1.06,0.341
6.0,3553,M,1.59,0.154
10.15,3380,M,0.66,-0.033
4.71,4420,K,2.34,-0.43
6.88,4533,K,1.38,0.378
11.41,4534,K,2.75,-0.118
8.71,3677,M,0.56,-0.238
7.4,4716,K,0.56,0.063
8.5,5643,G,1.2,0.357
10.39,4275,K,1.06,0.101
5.11,3332,M,0.8,-0.091
10.64,3345,M,0.53,0.062
7.02,4553,K,0.87,0.03
9.42,3145,M,1.11,-0.117
6.77,6498,F,0.52,0.017
11.37,6958,F,0.81,-0.206
7.94,5683,G,1.21,-0.247
5.34,5404,G,1.48,0.138
8.94,6273,F,0.87,-0.099
10.6,3641,M,0.67,-0.006
10.38,3554,M,1.06,-0.193
8.19,3457,M,0.9,-0.142
9.62,3397,M,0.48,-0.121
7.16,3513,M,0.8,-0.147
9.18,5417,G,0.74,-0.102
8.73,3637,M,1.01,0.049
2.21,3717,M,0.69,0.347
6.0,3261,M,0.76,0.19
8.42,4224,K,0.91,-0.084
8.33,6938,F,1.38,-0.158
7.94,3529,M,1.05,-0.445
8.18,3302,M,3.79,-0.168
10.42,4721,K,0.53,-0.275
8.71,3560,M,1.58,0.014
3.33,7216,F,0.96,0.417
11.9,3459,M,0.5,-0.099
4.19,5805,G,0.83,-0.363
9.92,6029,F,0.47,-0.049
4.87,6954,F,1.04,-0.11
10.85,3665,M,0.86,0.315
7.44,7021,F,0.71,-0.471
8.77,3694,M,0.59,-0.248
4.03,3483,M,1.66,0.19
9.46,4236,K,0.92,-0.392
8.83,3395,M,1.11,0.143
9.23,5928,F,1.09,-0.166
9.9,4293,K,1.06,0.257
8.36,4596,K,0.85,-0.012
7.58,4489,K,2.14,-0.04
6.38,3461,M,3.06,0.15
7.11,5282,G,2.06,0.005
10.41,3190,M,1.01,-0.309
6.32,3532,M,0.98,-0.13
4.31,3566,M,1.73,-0.407
6.02,3326,M,0.68,-0.216
9.21,3407,M,2.35,-0.535
7.39,3770,M,1.49,0.585
9.21,3703,M,0.87,-0.007
4.0,4166,K,1.15,0.133
2.03,3485,M,1.37,-0.209
8.53,3755,M,0.81,0.131
10.01,3462,M,1.68,0.193
4.58,4439,K,1.89,0.234
9.05,4746,K,0.88,-0.021
10.38,4722,K,0.79,0.254
7.99,3664,M,0.95,-0.152
9.8,6415,F,0.56,0.094
8.38,3616,M,0.43,0.012
7.47,3762,M,0.81,-0.294
9.64,6484,F,0.62,-0.457
11.83,4409,K,2.42,-0.075
6.88,3715,M,0.8,-0.074
7.82,7165,F,1.26,-0.067
6.02,3870,M,0.73,0.262
8.31,3434,M,2.44,0.344
7.69,3452,M,0.91,0.164
10.32,3320,M,0.54,0.147
10.84,3521,M,1.4,-0.02
9.58,4258,K,1.14,0.044
10.09,3408,M,1.82,0.107
6.59,4658,K,0.93,0.035
6.09,3568,M,1.06,0.148
8.87,18189,B,0.47,0.011
8.04,4853,K,1.52,-0.124
12.0,6147,F,1.03,0.065
4.16,3332,M,0.94,-0.059
9.24,3283,M,0.89,0.363
9.21,3384,M,0.87,-0.107
6.48,4298,K,1.53,0.715
6.06,3347,M,0.63,0.41
7.32,17536,B,1.45,-0.283
4.72,4529,K,0.45,0.313
10.91,3541,M,0.38,-0.031
13.4,3893,M,2.02,0.141
7.32,4609,K,0.6,0.394
6.72,3413,M,1.05,-0.194
5.38,3290,M,0.87,-0.116
5.81,3483,M,1.19,0.188
6.82,6646,F,1.03,-0.092
10.42,3412,M,1.68,-0.556
14.39,5517,G,0.49,0.241
6.55,9306,A,1.4,0.092
6.2,5394,G,0.97,-0.006
5.66,3170,M,0.46,0.031
8.9,5740,G,0.77,0.56
8.69,3555,M,0.45,0.253
8.2,5030,G,0.43,-0.215
7.11,3575,M,0.8,0.031
10.72,3325,M,1.81,0.296
9.53,5621,G,1.17,0.291
9.44,3834,M,1.91,-0.376
8.74,4460,K,1.04,-0.125
7.62,4744,K,2.17,-0.283
6.57,3285,M,2.06,0.16
9.04,3234,M,0.62,-0.227
8.85,3853,M,1.04,0.389
9.13,3554,M,0.7,0.324
4.87,4643,K,0.93,-0.062
8.68,3702,M,2.29,-0.316
7.38,3408,M,0.73,-0.197
6.24,6768,F,0.55,0.113
9.46,8786,A,0.57,0.213
8.35,3273,M,0.82,-0.01
12.71,3765,M,6.51,-0.642
8.97,4794,K,2.09,0.17
7.41,4211,K,0.24,-0.505
7.78,3535,M,0.98,-0.53
5.66,3460,M,0.73,0.25
10.46,5890,G,1.64,-0.296
8.63,3253,M,0.55,0.063
8.66,4130,M,0.6,0.023
5.87,4461,K,0.75,-0.201
9.56,3629,M,0.71,0.052
6.13,5882,G,1.39,-0.138
6.89,3466,M,0.85,0.012
8.25,5468,G,1.65,-0.097
6.84,6337,F,0.67,-0.125
6.42,4301,K,1.54,-0.165
7.9,5575,G,0.56,-0.225
10.02,3476,M,1.36,0.213
9.79,3411,M,0.78,-0.113
9.41,5376,G,1.56,-0.283
8.97,8745,A,0.3,-0.102
7.05,3360,M,0.68,-0.132
10.24,19753,B,1.79,-0.099
4.53,4702,K,0.9,0.178
8.87,3543,M,0.43,-0.157
9.68,3316,M,0.7,-0.095
7.82,3496,M,1.21,0.161
6.56,3576,M,0.67,0.111
7.93,4723,K,1.79,-0.172
6.48,3368,M,1.72,0.242
9.03,4374,K,1.4,0.227
9.89,5309,G,1.67,0.21
8.89,3387,M,0.77,0.076
8.77,3571,M,2.1,-0.043
9.52,6693,F,1.71,-0.269
9.75,6842,F,0.94,-0.346
6.44,3484,M,0.44,-0.021
4.92,3254,M,0.31,0.004
8.56,3617,M,1.64,-0.065
9.85,3528,M,0.45,-0.028
4.84,3510,M,0.63,0.341
8.14,3275,M,1.27,0.407
10.26,3466,M,0.52,-0.276
7.77,4231,K,3.38,0.072
11.04,5633,G,1.13,0.013
10.67,4403,K,2.09,0.169
7.63,4383,K,1.68,0.433
7.26,4154,K,0.28,0.547
7.3,3680,M,1.45,0.18
8.27,5429,G,0.99,0.01
5.65,3515,M,0.97,-0.091
5.28,5298,G,0.99,0.622
3.46,3211,M,1.69,-0.192
7.96,3407,M,2.28,0.206
12.08,3435,M,0.55,-0.066
4.02,4566,K,1.04,-0.335
7.63,3438,M,2.02,0.429
7.57,3374,M,0.9,-0.436
7.7,3237,M,1.11,-0.537
10.51,3508,M,1.11,0.175
6.22,3361,M,2.88,-0.076
4.11,9061,A,1.45,0.108
6.93,3526,M,2.82,-0.002
6.66,3598,M,2.39,0.15
3.54,3456,M,0.89,-0.074
8.49,3535,M,1.16,0.226
5.63,3344,M,2.79,0.233
7.83,4235,K,0.57,0.387
7.27,3503,M,1.46,0.316
5.85,3600,M,1.47,-0.027
9.78,3159,M,0.87,0.174
7.44,3413,M,0.83,0.104
8.11,3822,M,0.89,0.105
9.17,3584,M,1.42,-0.331
8.58,5923,G,2.09,0.188
8.29,3389,M,1.45,0.152
6.35,3420,M,0.53,0.455
5.78,3669,M,2.12,0.291
8.32,3609,M,1.82,0.037
6.08,3483,M,0.88,-0.025
9.59,3279,M,0.72,-0.251
7.74,4760,K,0.64,0.454
9.3,5065,K,1.71,-0.266
6.03,3225,M,0.39,-0.467
5.72,3746,M,1.73,0.225
11.36,3418,M,0.8,0.022
7.7,3442,M,1.15,0.066
9.83,4561,K,0.18,0.047
5.18,3289,M,0.41,-0.265
7.43,3494,M,0.71,0.092
10.6,4137,K,0.63,-0.081
4.87,4607,K,1.46,-0.116
12.55,3891,M,1.16,0.356
8.41,4356,K,2.63,0.198
6.36,4462,K,1.29,-0.575
8.7,4473,K,0.72,0.054
10.22,5771,G,1.84,0.267
6.35,3571,M,0.79,-0.311
6.64,5753,G,0.77,-0.216
8.5,3411,M,1.0,0.25
8.93,4598,K,2.25,-0.113
7.6,2911,M,1.69,-0.495
8.8,5684,G,1.67,0.3
9.71,3287,M,2.67,-0.044
8.35,3443,M,1.65,0.093
6.62,3630,M,0.54,-0.012
7.96,3231,M,1.31,0.28
11.51,3691,M,2.25,-0.275
8.67,3478,M,0.47,0.166
10.48,6972,F,0.99,0.33
6.97,3342,M,0.59,-0.337
8.53,4092,K,1.07,-0.185
9.59,3495,M,1.76,0.411
11.0,3603,M,1.96,0.27
10.46,3617,M,0.91,-0.205
5.76,5188,G,1.39,-0.304
10.3,4134,K,0.47,0.071
11.37,4430,K,0.42,0.082
6.85,5642,G,1.75,-0.015
6.21,6651,F,0.22,0.583
7.95,4854,K,0.71,0.162
8.36,3435,M,1.4,-0.21
7.3,3177,M,1.12,0.264
5.63,3709,M,0.24,0.015
10.94,3534,M,1.3,-0.169
6.28,3549,M,0.65,0.225
6.99,3634,M,1.06,0.369
8.22,3721,M,0.73,0.054
5.06,6493,F,0.71,-0.244
4.9,3706,M,0.41,0.028
7.14,3597,M,0.84,-0.239
9.65,4352,K,1.86,0.057
8.38,3459,M,0.81,0.189
3.88,5670,G,0.83,-0.494
10.78,5305,G,0.7,0.179
9.59,3655,M,0.53,-0.093
8.38,4536,K,0.61,-0.141
8.33,4586,K,1.12,-0.332
9.35,4824,K,3.42,-0.268
12.65,3562,M,1.63,0.441
9.76,6523,F,1.36,0.212
8.59,3486,M,2.71,0.324
5.55,4470,K,1.26,-0.214
8.33,3555,M,1.71,0.45
9.55,3739,M,1.11,-0.017
7.77,4362,K,1.25,-0.197
6.95,5311,G,0.49,-0.27
9.11,5853,G,0.86,-0.262
6.02,3401,M,0.76,-0.187
9.74,5559,G,0.74,-0.223
7.13,4367,K,0.71,0.226
3.76,5038,G,2.05,0.65
7.09,4545,K,0.83,-0.062
7.89,6862,F,0.93,-0.057
9.1,3489,M,3.1,-0.464
8.87,3241,M,1.47,-0.231
5.42,4525,K,1.0,-0.405
8.24,3368,M,1.7,0.203
6.93,3042,M,0.72,0.483
7.28,3486,M,0.81,-0.27
6.0,3591,M,0.83,-0.051
7.9,3706,M,1.13,-0.062
14.26,3807,M,1.26,0.171
11.71,3614,M,0.62,0.026
6.0,4710,K,1.23,0.529
8.13,4211,K,1.35,-0.187
7.37,4865,K,0.79,0.225
8.28,3722,M,0.92,-0.149
9.83,4417,K,0.57,-0.4
7.74,3619,M,0.47,0.357
6.58,4631,K,0.56,0.468
10.31,3757,M,1.43,0.102
5.53,6451,F,1.3,-0.158
8.38,3369,M,2.62,-0.285
5.03,3414,M,1.02,0.14
5.95,4702,K,1.03,-0.532
9.49,3164,M,1.18,0.218
6.64,2976,M,0.59,-0.104
4.25,4701,K,1.57,-0.11
6.55,3548,M,1.21,-0.268
6.34,3503,M,0.62,-0.359
5.48,3272,M,1.2,-0.015
9.1,3201,M,1.46,0.049
4.91,3389,M,0.51,-0.023
6.82,3563,M,1.7,0.274
8.27,3397,M,0.8,0.015
7.31,4703,K,0.22,0.179
7.19,5238,G,1.63,-0.367
6.55,4383,K,1.96,-0.11
5.56,3623,M,0.57,0.371
6.73,5396,G,0.43,0.243
9.32,3443,M,1.94,0.083
7.13,4355,K,0.73,-0.095
8.33,3355,M,1.96,-0.234
10.23,4580,K,0.41,-0.132
9.2,4609,K,2.02,0.159
5.45,6574,F,1.71,-0.496
8.9,4361,K,1.31,0.449
10.1,3465,M,0.37,0.31
6.84,3779,M,0.83,0.304
4.83,4180,K,1.65,0.154
7.12,3830,M,0.43,0.027
8.38,3517,M,0.77,0.094
9.18,6441,F,1.22,-0.092
6.96,3667,M,0.56,0.529
3.93,5828,F,1.92,-0.035
5.45,3742,M,1.74,-0.119
8.72,3825,M,1.13,-0.066
11.98,4745,K,1.24,-0.181
7.96,3132,M,0.76,0.202
10.63,5710,G,1.34,-0.13
5.89,3788,M,0.74,-0.031
6.7,3770,M,0.91,0.334
3.32,3254,M,0.78,0.268
8.74,4729,K,2.05,-0.256
6.21,4904,K,1.83,0.295
9.2,3505,M,0.61,-0.354
7.0,3246,M,1.95,-0.375
12.04,3645,M,0.67,-0.082
11.59,4737,K,2.53,0.073
3.39,3476,M,2.19,-0.056
9.18,3292,M,2.99,0.11
6.51,4721,K,1.16,-0.094
9.29,3365,M,0.87,-0.515
5.31,4589,K,0.86,-0.048
10.88,4851,K,1.21,-0.38
10.06,5044,G,0.6,0.001
5.17,3659,M,0.3,-0.313
7.64,3464,M,0.82,0.129
8.32,3468,M,1.02,0.339
9.44,5641,G,1.32,-0.432
7.98,4326,K,1.22,-0.51
9.57,3294,M,1.07,-0.075
7.86,3188,M,1.79,0.282
9.22,3716,M,0.65,0.039
5.26,6379,F,0.71,-0.107
7.95,3600,M,2.87,-0.269
10.3,3415,M,0.2,0.181
10.82,3297,M,1.75,0.384
8.35,3614,M,1.33,-0.467
7.8,3557,M,1.0,0.073
10.74,3459,M,1.57,0.636
7.8,3553,M,1.43,-0.151
10.29,3332,M,0.48,-0.048
7.79,4739,K,0.61,-0.009
8.08,3726,M,0.79,-0.102
5.79,3633,M,0.35,0.274
5.5,4416,K,1.0,0.45
9.96,3510,M,1.38,-0.426
11.45,3775,M,1.79,-0.234
8.21,3724,M,1.04,0.312
7.67,3849,M,0.69,0.15
10.05,4324,K,1.12,0.109
8.67,3348,M,0.96,0.174
3.2,3524,M,1.48,0.024
9.99,3571,M,0.98,0.12
5.33,3475,M,1.56,-0.081
7.98,3432,M,0.88,-0.057
7.12,3722,M,1.91,-0.024
6.72,5475,G,1.09,-0.102
8.09,3287,M,0.74,0.117
9.79,5198,G,0.85,0.074
8.06,3543,M,1.44,-0.467
10.82,4025,M,0.53,-0.051
11.07,3329,M,0.94,0.005
11.05,3445,M,1.71,0.383
7.89,7282,F,1.29,-0.072
7.04,5367,G,0.56,0.024
7.93,3580,M,1.17,-0.019
10.25,3828,M,0.51,0.331
10.13,5238,G,1.1,-0.299
2.81,5415,G,1.99,-0.196
8.61,3415,M,1.04,-0.213
3.26,6007,F,0.57,0.004
7.96,3775,M,0.91,-0.373
6.94,3398,M,1.1,0.366
6.33,3347,M,1.73,0.104
9.7,8311,A,1.72,0.146
